HNLY,Hanley (Bill and Sally) Hall,https://www.google.com/maps/search/Hanley+(Bill+and+Sally)+Hall+Purdue+University
HOCK,Hockmeyer (Wayne T. and Mary T.) Hall of Structural Biology,https://www.google.com/maps/search/Hockmeyer+(Wayne+T.+and+Mary+T.)+Hall+of+Structural+Biology+Purdue+University
HORT,Horticulture Building,https://www.google.com/maps/search/Horticulture+Building+Purdue+University
HOVD,Hovde (Frederick L.) Hall of Administration,https://www.google.com/maps/search/Hovde+(Frederick+L.)+Hall+of+Administration+Purdue+University
HULL,Hull All-American Marching Band,https://www.google.com/maps/search/Hull+All-American+Marching+Band+Purdue+University
JNSN,Johnson (Helen R.) Hall of Nursing,https://www.google.com/maps/search/Johnson+(Helen+R.)+Hall+of+Nursing+Purdue+University
KCTR,Krannert Center for Executive Education and Research,https://www.google.com/maps/search/Krannert+Center+for+Executive+Education+and+Research+Purdue+University
KFPC,Kozuch Football Performance Complex,https://www.google.com/maps/search/Kozuch+Football+Performance+Complex+Purdue+University
KNOY,Knoy (Maurice G.) Hall of Technology,https://www.google.com/maps/search/Knoy+(Maurice+G.)+Hall+of+Technology+Purdue+University
KRAN,Krannert Building,https://www.google.com/maps/search/Krannert+Building+Purdue+University
KRCH,Krach Leadership Center,https://www.google.com/maps/search/Krach+Leadership+Center+Purdue+University
LAMB,Lambert (Ward L.) Fieldhouse and Gymnasium,https://www.google.com/maps/search/Lambert+(Ward+L.)+Fieldhouse+and+Gymnasium+Purdue+University
LCCP,Latino Cultural Center at Purdue,https://www.google.com/maps/search/Latino+Cultural+Center+at+Purdue+Purdue+University
LG,Lambert Green,https://www.google.com/maps/search/Lambert+Green+Purdue+University
LILY,Lilly Hall of Life Sciences,https://www.google.com/maps/search/Lilly+Hall+of+Life+Sciences+Purdue+University
LMBS,Lambertus Hall,https://www.google.com/maps/search/Lambertus+Hall+Purdue+University
LMSB,Laboratory Materials Storage Building,https://www.google.com/maps/search/Laboratory+Materials+Storage+Building+Purdue+University
LMST,Laboratory Materials Storage Trailer,https://www.google.com/maps/search/Laboratory+Materials+Storage+Trailer+Purdue+University
LSA,Life Science Animal Building,https://www.google.com/maps/search/Life+Science+Animal+Building+Purdue+University
LSPS,Life Science Plant and Soils Laboratory,https://www.google.com/maps/search/Life+Science+Plant+and+Soils+Laboratory+Purdue+University
LSR,Life Science Ranges (Greenhouse and Service Building),https://www.google.com/maps/search/Life+Science+Ranges+(Greenhouse+and+Service+Building)+Purdue+University
LWSN,Lawson (Richard and Patricia) Computer Science Building,https://www.google.com/maps/search/Lawson+(Richard+and+Patricia)+Computer+Science+Building+Purdue+University
LYLE,Lyles-Porter Hall,https://www.google.com/maps/search/Lyles-Porter+Hall+Purdue+University
LYNN,Lynn (Charles J.) Hall of Veterinary Medicine,https://www.google.com/maps/search/Lynn+(Charles+J.)+Hall+of+Veterinary+Medicine+Purdue+University
MACK,"Mackey (Guy J.) Arena F,","https://www.google.com/maps/search/Mackey+(Guy+J.)+Arena+F,+Purdue+University"
MANN,Mann (Gerald D. and Edna E.) Hall,https://www.google.com/maps/search/Mann+(Gerald+D.+and+Edna+E.)+Hall+Purdue+University
MATH,Mathematical Sciences Building,https://www.google.com/maps/search/Mathematical+Sciences+Building+Purdue+University
ME,Mechanical Engineering Building,https://www.google.com/maps/search/Mechanical+Engineering+Building+Purdue+University
MJIS,Jischke (Martin C.) Hall of Biomedical Engineering,https://www.google.com/maps/search/Jischke+(Martin+C.)+Hall+of+Biomedical+Engineering+Purdue+University
MMDC,Materials Management and Distribution Center,https://www.google.com/maps/search/Materials+Management+and+Distribution+Center+Purdue+University
MOLL,Mollenkopf Athletic Center,https://www.google.com/maps/search/Mollenkopf+Athletic+Center+Purdue+University
MRGN,Morgan (Burton D.) Center for Entrepreneurship,https://www.google.com/maps/search/Morgan+(Burton+D.)+Center+for+Entrepreneurship+Purdue+University
MRRT,Marriott Hall,https://www.google.com/maps/search/Marriott+Hall+Purdue+University
MSEE,Materials and Electrical Engineering Building,https://www.google.com/maps/search/Materials+and+Electrical+Engineering+Building+Purdue+University
MTHW,Matthews Hall,https://www.google.com/maps/search/Matthews+Hall+Purdue+University
NACC,Native American Educational and Cultural Center,https://www.google.com/maps/search/Native+American+Educational+and+Cultural+Center+Purdue+University
NISW,Niswonger Aviation Technology Building,https://www.google.com/maps/search/Niswonger+Aviation+Technology+Building+Purdue+University
NLSN,Nelson (Philip E.) Hall of Food Science,https://www.google.com/maps/search/Nelson+(Philip+E.)+Hall+of+Food+Science+Purdue+University
OLMN,Ollman (Melvin L.) Golfcart Barn,https://www.google.com/maps/search/Ollman+(Melvin+L.)+Golfcart+Barn+Purdue+University
PAGE,Page (Thomas A.) Pavilion,https://www.google.com/maps/search/Page+(Thomas+A.)+Pavilion+Purdue+University
PAO,Pao (Yue-Kong) Hall of Visual and Performing Arts,https://www.google.com/maps/search/Pao+(Yue-Kong)+Hall+of+Visual+and+Performing+Arts+Purdue+University
PFEN,Pfendler (David C.) Hall of Agriculture,https://www.google.com/maps/search/Pfendler+(David+C.)+Hall+of+Agriculture+Purdue+University
PFSB,Physical Facilities Service Building,https://www.google.com/maps/search/Physical+Facilities+Service+Building+Purdue+University
PGSC,Purdue Graduate Student Center,https://www.google.com/maps/search/Purdue+Graduate+Student+Center+Purdue+University
PHYS,Physics Building,https://www.google.com/maps/search/Physics+Building+Purdue+University
PMRI,Purdue Magnetic Resonance Imaging Facility,https://www.google.com/maps/search/Purdue+Magnetic+Resonance+Imaging+Facility+Purdue+University
PMU,Purdue Memorial Union,https://www.google.com/maps/search/Purdue+Memorial+Union+Purdue+University
PMUC,Purdue Memorial Union Club,https://www.google.com/maps/search/Purdue+Memorial+Union+Club+Purdue+University
POTR,Potter (A.A.) Engineering Center,https://www.google.com/maps/search/Potter+(A.A.)+Engineering+Center+Purdue+University
PRCE,Peirce Hall,https://www.google.com/maps/search/Peirce+Hall+Purdue+University
PRSV,Printing Services Facility,https://www.google.com/maps/search/Printing+Services+Facility+Purdue+University
PSYC,Psychological Sciences Building,https://www.google.com/maps/search/Psychological+Sciences+Building+Purdue+University
PTCA,Purdue Technology Center Aerospace,https://www.google.com/maps/search/Purdue+Technology+Center+Aerospace+Purdue+University
PUSH,"Purdue University Student Health Center F,","https://www.google.com/maps/search/Purdue+University+Student+Health+Center+F,+Purdue+University"
PVAB,Purdue Village Administration Building,https://www.google.com/maps/search/Purdue+Village+Administration+Building+Purdue+University
RAIL,American Railway Building,https://www.google.com/maps/search/American+Railway+Building+Purdue+University
RAWL,Rawls (Jerry S.) Hall,https://www.google.com/maps/search/Rawls+(Jerry+S.)+Hall+Purdue+University
RHPH,Heine (Robert E.) Pharmacy Building,https://www.google.com/maps/search/Heine+(Robert+E.)+Pharmacy+Building+Purdue+University
SC,Stanley Coulter Hall,https://www.google.com/maps/search/Stanley+Coulter+Hall+Purdue+University
SCHM,Helen B. Schleman Hall,https://www.google.com/maps/search/Helen+B.+Schleman+Hall+Purdue+University
SCHO,Global Policy Research Institute (Schowe House),https://www.google.com/maps/search/Global+Policy+Research+Institute+(Schowe+House)+Purdue+University
SCPA,Slayter Center of Performing Arts,https://www.google.com/maps/search/Slayter+Center+of+Performing+Arts+Purdue+University
SIML,Holleman-Niswonger Simulator Center,https://www.google.com/maps/search/Holleman-Niswonger+Simulator+Center+Purdue+University
SMTH,Smith Hall,https://www.google.com/maps/search/Smith+Hall+Purdue+University
SOIL,"Soil Erosion Laboratory, National","https://www.google.com/maps/search/Soil+Erosion+Laboratory,+National+Purdue+University"
SPUR,Spurgeon (Tom) Golf Training Center,https://www.google.com/maps/search/Spurgeon+(Tom)+Golf+Training+Center+Purdue+University
STDM,Ross-Ade Stadium (includes Ross-Ade Pavilion [RAP]),https://www.google.com/maps/search/Ross-Ade+Stadium+(includes+Ross-Ade+Pavilion+[RAP])+Purdue+University
STEW,Stewart Center (includes Welcome Center),https://www.google.com/maps/search/Stewart+Center+(includes+Welcome+Center)+Purdue+University
STON,Stone (Winthrop E.) Hall,https://www.google.com/maps/search/Stone+(Winthrop+E.)+Hall+Purdue+University
TEL,Telecommunications Building,https://www.google.com/maps/search/Telecommunications+Building+Purdue+University
TERM,Terminal Building,https://www.google.com/maps/search/Terminal+Building+Purdue+University
TERY,Terry (Oliver P.) House,https://www.google.com/maps/search/Terry+(Oliver+P.)+House+Purdue+University
TREC,Turf Recreation Exercise Center,https://www.google.com/maps/search/Turf+Recreation+Exercise+Center+Purdue+University
TSWF,Transportation Service Wash Facility,https://www.google.com/maps/search/Transportation+Service+Wash+Facility+Purdue+University
UC,University Church,https://www.google.com/maps/search/University+Church+Purdue+University
UNIV,University Hall,https://www.google.com/maps/search/University+Hall+Purdue+University
UPOB,Utility Plant Office Building,https://www.google.com/maps/search/Utility+Plant+Office+Building+Purdue+University
UPOF,Utility Plant Office Facility,https://www.google.com/maps/search/Utility+Plant+Office+Facility+Purdue+University
UPSB,Utility Plant Storage Building,https://www.google.com/maps/search/Utility+Plant+Storage+Building+Purdue+University
VCPR,Veterinary Center for Paralysis Research,https://www.google.com/maps/search/Veterinary+Center+for+Paralysis+Research+Purdue+University
VLAB,Veterinary Laboratory Animal Building,https://www.google.com/maps/search/Veterinary+Laboratory+Animal+Building+Purdue+University
VMIF,Veterinary Medicine Isolation Facility,https://www.google.com/maps/search/Veterinary+Medicine+Isolation+Facility+Purdue+University
VOIN,Voinoff (Samuel) Golf Pavilion,https://www.google.com/maps/search/Voinoff+(Samuel)+Golf+Pavilion+Purdue+University
VPRB,Veterinary Pathobiology Research Building,https://www.google.com/maps/search/Veterinary+Pathobiology+Research+Building+Purdue+University
VPTH,Veterinary Pathology Building,https://www.google.com/maps/search/Veterinary+Pathology+Building+Purdue+University
WADE,Wade (Walter W.) Utility Plant,https://www.google.com/maps/search/Wade+(Walter+W.)+Utility+Plant+Purdue+University
WALC,Wilmeth (Thomas S. and Harvey D.) Active Learning Center,https://www.google.com/maps/search/Wilmeth+(Thomas+S.+and+Harvey+D.)+Active+Learning+Center+Purdue+University
WANG,Wang (Seng-Liang) Hall,https://www.google.com/maps/search/Wang+(Seng-Liang)+Hall+Purdue+University
WEST,Westwood (President’s Home),https://www.google.com/maps/search/Westwood+(President’s+Home)+Purdue+University
WGLR,Women’s Golf Locker Room,https://www.google.com/maps/search/Women’s+Golf+Locker+Room+Purdue+University
WSLR,Whistler (Roy L.) Hall of Agricultural Research,https://www.google.com/maps/search/Whistler+(Roy+L.)+Hall+of+Agricultural+Research+Purdue+University
WTHR,Wetherill (Richard Benbridge) Laboratory of Chemistry,https://www.google.com/maps/search/Wetherill+(Richard+Benbridge)+Laboratory+of+Chemistry+Purdue+University
YONG,Young (Ernest C.) Hall,https://www.google.com/maps/search/Young+(Ernest+C.)+Hall+Purdue+University
CARY,Cary (Franklin Levering) Quadrangle,https://www.google.com/maps/search/Cary+(Franklin+Levering)+Quadrangle+Purdue+University
DUHM,Duhme (Ophelia) Residence Hall,https://www.google.com/maps/search/Duhme+(Ophelia)+Residence+Hall+Purdue+University
ERHT,Earhart (Amelia) Residence Hall,https://www.google.com/maps/search/Earhart+(Amelia)+Residence+Hall+Purdue+University
FORD,Ford (Fred and Mary) Dining Court,https://www.google.com/maps/search/Ford+(Fred+and+Mary)+Dining+Court+Purdue+University
FST,First Street Towers,https://www.google.com/maps/search/First+Street+Towers+Purdue+University
HARR,Harrison (Benjamin) Residence Hall,https://www.google.com/maps/search/Harrison+(Benjamin)+Residence+Hall+Purdue+University
HAWK,Hawkins (George A.) Hall,https://www.google.com/maps/search/Hawkins+(George+A.)+Hall+Purdue+University
HCRN,Honors College and Residences North,https://www.google.com/maps/search/Honors+College+and+Residences+North+Purdue+University
HCRS,Honors College and Residences South,https://www.google.com/maps/search/Honors+College+and+Residences+South+Purdue+University
HILL,Hillenbrand Residence Hall,https://www.google.com/maps/search/Hillenbrand+Residence+Hall+Purdue+University
HLTP,Hilltop Apartments,https://www.google.com/maps/search/Hilltop+Apartments+Purdue+University
MCUT,McCutcheon (John T.) Residence Hall,https://www.google.com/maps/search/McCutcheon+(John+T.)+Residence+Hall+Purdue+University
MRDH,Meredith (Virginia C.) Residence Hall,https://www.google.com/maps/search/Meredith+(Virginia+C.)+Residence+Hall+Purdue+University
MRDS,Meredith (Virginia C.) Residence Hall South,https://www.google.com/maps/search/Meredith+(Virginia+C.)+Residence+Hall+South+Purdue+University
OWEN,Owen (Richard) Residence Hall,https://www.google.com/maps/search/Owen+(Richard)+Residence+Hall+Purdue+University
PVCC,Purdue Village Community Center,https://www.google.com/maps/search/Purdue+Village+Community+Center+Purdue+University
PVIL,"Purdue Village C,","https://www.google.com/maps/search/Purdue+Village+C,+Purdue+University"
SHLY,Shealy (Frances M.) Residence Hall,https://www.google.com/maps/search/Shealy+(Frances+M.)+Residence+Hall+Purdue+University
SHRV,Shreve (Eleanor B.) Residence Hall,https://www.google.com/maps/search/Shreve+(Eleanor+B.)+Residence+Hall+Purdue+University
TARK,Tarkington (Newton Booth) Residence Hall,https://www.google.com/maps/search/Tarkington+(Newton+Booth)+Residence+Hall+Purdue+University
VAWT,Vawter (Everett B.) Residence Hall,https://www.google.com/maps/search/Vawter+(Everett+B.)+Residence+Hall+Purdue+University
WARN,Warren (Martha E. and Eugene K.) Residence Hall,https://www.google.com/maps/search/Warren+(Martha+E.+and+Eugene+K.)+Residence+Hall+Purdue+University
WDCT,Wiley Dining Court,https://www.google.com/maps/search/Wiley+Dining+Court+Purdue+University
WILY,Wiley (Harvey W.) Residence Hall,https://www.google.com/maps/search/Wiley+(Harvey+W.)+Residence+Hall+Purdue+University
WOOD,Wood (Elizabeth G. and William R.) Residence Hall,https://www.google.com/maps/search/Wood+(Elizabeth+G.+and+William+R.)+Residence+Hall+Purdue+University
PGG,"Parking Garage, Grant Street","https://www.google.com/maps/search/Parking+Garage,+Grant+Street+Purdue+University"
PGH,"Parking Garage, Harrison Street","https://www.google.com/maps/search/Parking+Garage,+Harrison+Street+Purdue+University"
PGMD,"Parking Garage, McCutcheon Drive","https://www.google.com/maps/search/Parking+Garage,+McCutcheon+Drive+Purdue+University"
PGNW,"Parking Garage, Northwestern Avenue","https://www.google.com/maps/search/Parking+Garage,+Northwestern+Avenue+Purdue+University"
PGU,"Parking Garage, University Street","https://www.google.com/maps/search/Parking+Garage,+University+Street+Purdue+University"
PGW,"Parking Garage, Wood Street","https://www.google.com/maps/search/Parking+Garage,+Wood+Street+Purdue+University"
PGSC,Purdue Graduate Student Center H5,https://www.google.com/maps/search/Purdue+Graduate+Student+Center+H5+Purdue+University
PGG,"Parking Garage, Grant Street I7","https://www.google.com/maps/search/Parking+Garage,+Grant+Street+I7+Purdue+University"
PGH,"Parking Garage, Harrison Street F9","https://www.google.com/maps/search/Parking+Garage,+Harrison+Street+F9+Purdue+University"
PGMD,"Parking Garage, McCutcheon Drive C7","https://www.google.com/maps/search/Parking+Garage,+McCutcheon+Drive+C7+Purdue+University"
PGNW,"Parking Garage, Northwestern Avenue H5","https://www.google.com/maps/search/Parking+Garage,+Northwestern+Avenue+H5+Purdue+University"
PGU,"Parking Garage, University Street F7","https://www.google.com/maps/search/Parking+Garage,+University+Street+F7+Purdue+University"
PGW,"Parking Garage, Wood Street H8","https://www.google.com/maps/search/Parking+Garage,+Wood+Street+H8+Purdue+University"
PGSC,PHYS,https://www.google.com/maps/search/PHYS+Purdue+University
PGMD,MCUT,https://www.google.com/maps/search/MCUT+Purdue+University
PGU,PSYC,https://www.google.com/maps/search/PSYC+Purdue+University
PGNW,OWEN,https://www.google.com/maps/search/OWEN+Purdue+University
PGG,KRAN,https://www.google.com/maps/search/KRAN+Purdue+University
PGW,SMTH,https://www.google.com/maps/search/SMTH+Purdue+University
PGH,HANS,https://www.google.com/maps/search/HANS+Purdue+University
PGMD,is residence hall permit only; PGG and PGH have paid visitor parking.),https://www.google.com/maps/search/is+residence+hall+permit+only;+PGG+and+PGH+have+paid+visitor+parking.)+Purdue+University
ZL1,Combustion Research Laboratory,https://www.google.com/maps/search/Combustion+Research+Laboratory+Purdue+University
ZL2,Gas Dynamics Research Laboratory,https://www.google.com/maps/search/Gas+Dynamics+Research+Laboratory+Purdue+University
ZL3,High Pressure Research Laboratory,https://www.google.com/maps/search/High+Pressure+Research+Laboratory+Purdue+University
ZL4,Propulsion Research Laboratory,https://www.google.com/maps/search/Propulsion+Research+Laboratory+Purdue+University
ZL5,Turbomachinery Fluid Dynamics Laboratory,https://www.google.com/maps/search/Turbomachinery+Fluid+Dynamics+Laboratory+Purdue+University
ZL8,High Pressure Combustion Laboratory,https://www.google.com/maps/search/High+Pressure+Combustion+Laboratory+Purdue+University
DUHM,Duhme (Ophelia),https://www.google.com/maps/search/Duhme+(Ophelia)+Purdue+University
ERHT,Earhart (Amelia),https://www.google.com/maps/search/Earhart+(Amelia)+Purdue+University
HARR,Harrison (Benjamin),https://www.google.com/maps/search/Harrison+(Benjamin)+Purdue+University
HILL,Hillenbrand,https://www.google.com/maps/search/Hillenbrand+Purdue+University
MCUT,McCutcheon (John T.),https://www.google.com/maps/search/McCutcheon+(John+T.)+Purdue+University
MRDH,Meredith (Virginia C.),https://www.google.com/maps/search/Meredith+(Virginia+C.)+Purdue+University
MRDS,Meredith (Virginia C.),https://www.google.com/maps/search/Meredith+(Virginia+C.)+Purdue+University
OWEN,Owen (Richard),https://www.google.com/maps/search/Owen+(Richard)+Purdue+University
PKRF,Parker (Frieda),https://www.google.com/maps/search/Parker+(Frieda)+Purdue+University
PKRW,Parker (Winifred),https://www.google.com/maps/search/Parker+(Winifred)+Purdue+University
SHLY,Shealy (Frances M.),https://www.google.com/maps/search/Shealy+(Frances+M.)+Purdue+University
SHRV,Shreve (Eleanor B.),https://www.google.com/maps/search/Shreve+(Eleanor+B.)+Purdue+University
TARK,Tarkington (Newton Booth),https://www.google.com/maps/search/Tarkington+(Newton+Booth)+Purdue+University
VAWT,Vawter (Everett B.),https://www.google.com/maps/search/Vawter+(Everett+B.)+Purdue+University
WARN,Warren (Martha E. and Eugene K.),https://www.google.com/maps/search/Warren+(Martha+E.+and+Eugene+K.)+Purdue+University
WILY,Wiley (Harvey W.),https://www.google.com/maps/search/Wiley+(Harvey+W.)+Purdue+University
WOOD,Wood (Elizabeth G. and William R.),https://www.google.com/maps/search/Wood+(Elizabeth+G.+and+William+R.)+Purdue+University
