,,,,,
Subject,Subject Desc,Course Number,Title,Academic Period Desc,CRN
,,54500,Healthcare Policy And Admin,Fall 2024,24978
,,54700,Pub Hlth Program & Policy Eval,Fall 2024,27257
,,59000,Health Counseling,Fall 2024,32818
,,60000,Prof Development PH Seminar,Fall 2024,21642
,,,,,15903
,,60100,Intro Quant Meth Public Health,Fall 2024,11706
,,60200,Theor Fndn Hlth Behav,Fall 2024,11704
,,69400,Grad Seminar In Public Health,Fall 2024,27243
REL,REL-Religious Studies,20000,Intro To Study Of Rel,Fall 2024,29451
,,23000,Religions Of The East,Fall 2024,20638
,,23100,Religions Of The West,Fall 2024,41413
,,31700,Anc Jud & Early Christ,Fall 2024,29389
,,35100,Christian Mysticism,Fall 2024,29385
RUSS,RUSS-Russian,10100,Russian Level I,Fall 2024,31830
,,,,,31831
,,,,,31832
,,,Russian Level I-Honors,Fall 2024,31831
,,20100,Russian Level III,Fall 2024,21297
,,30100,Russian Level V,Fall 2024,62930
,,33000,Russ & E European Cine,Fall 2024,23389
SCI,SCI-General Science,10000,Multicult Leadrshp Sem,Fall 2024,34779
,,,,,24572
,,19500,Global Science Ldrshp Seminar,Fall 2024,14348
,,,Women In Science Program,Fall 2024,25258
,,,,,32741
,,49000,Dean’s Leadership Forum,Fall 2024,28226
SCLA,SCLA-Studies Coll Liberal Arts,10100,Crit Think & Com I,Fall 2024,23469
,,,,,27375
,,,,,27376
,,,,,27377
,,,,,27378
,,,,,27379
,,,,,27380
,,,,,27382
,,,,,27383
,,,,,27384
,,,,,27385
,,,,,27390
,,,,,27391
,,,,,27392
,,,,,27393
,,,,,27394
,,,,,27764
,,,,,27765
,,,,,27766
,,,,,27767
,,,,,27768
,,,,,27773
,,,,,27774
,,,,,27775
,,,,,27776
,,,,,27777
,,,,,27790
,,,,,27796
,,,,,27798
,,,,,27799
,,,,,27801
,,,,,27806
,,,,,27811
,,,,,27812
,,,,,27887
,,,,,27889
,,,,,27890
,,,,,19774
,,,,,19775
,,,,,19777
,,,,,19780
,,,,,19782
,,,,,19783
,,,,,19790
,,,,,19792
,,,,,19795
,,,,,21653
,,,,,21654
,,,,,21655
,,,,,21658
,,,,,21677
,,,,,21678
,,,,,21679
,,,,,21682
,,,,,21720
,,,,,22413
,,,,,22416
,,,,,22431
,,,,,22451
,,,,,22452
,,,,,22462
,,,,,27761
,,,,,27769
,,,,,27778
,,,,,27779
,,,,,27780
,,,,,27788
,,,,,27789
,,,,,27791
,,,,,27793
,,,,,27794
,,,,,27795
,,,,,27805
,,,,,27807
,,,,,27814
,,,,,27815
,,,,,27838
,,,,,27900
,,,,,27901
,,,,,27902
,,,,,27905
,,,,,27911
,,,,,27917
,,,,,27918
,,,,,27919
,,,,,27920
,,,,,27921
,,,,,29254
,,,,,29289
,,,,,32571
,,,,,32903
,,,,,33078
,,,,,33079
,,,,,33080
,,,,,33081
,,,Crit Think & Com I-Honors,Fall 2024,19774
,,,,,19780
,,,,,19792
,,,,,19795
,,,,,22451
,,,,,31490
,,10200,Crit Think & Com II,Fall 2024,20677
,,,,,20678
,,,,,20679
,,,,,20680
,,,,,20681
,,,,,20682
,,,,,17308
,,,,,22236
,,,,,22238
,,,,,16326
,,,,,16328
,,,,,16330
,,,,,16331
,,,,,16333
,,,,,17850
,,,,,27363
,,,,,27364
,,,,,27897
,,,,,19595
,,,,,19601
,,,,,19607
,,,,,19613
,,,,,19614
,,,,,19621
,,,,,19623
,,,,,19627
,,,,,19628
,,,,,19637
,,,,,19645
,,,,,19646
,,,,,19653
,,,,,19656
,,,,,19657
,,,,,19666
,,,,,19668
,,,,,19671
,,,,,19672
,,,,,19695
,,,,,19736
,,,,,19748
,,,,,19767
,,,,,21690
,,,,,21692
,,,,,21696
,,,,,21697
,,,,,21700
,,,,,21725
,,,,,21726
,,,,,21727
,,,,,21728
,,,,,27963
,,,,,27965
,,,,,27966
,,,,,29352
,,,,,29353
,,,,,29354
,,,,,29358
,,,,,29361
,,,,,29362
,,,,,29363
,,,,,32064
,,,,,32141
,,,,,32169
,,,,,32370
,,,,,32371
,,,,,32912
,,,Crit Think & Com II-Honors,Fall 2024,20682
,,,,,19607
,,,,,19657
,,,,,19748
,,,,,29358
,,11000,LACE I: Self In Context,Fall 2024,26655
,,,,,26656
,,,,,26657
,,,,,26658
,,,,,26723
,,,,,26724
,,,,,26727
,,,,,26730
,,,,,26731
,,,,,26732
,,,,,26733
,,,,,26735
,,,,,26741
,,,,,26742
,,,,,26743
,,,,,26745
,,,,,26746
,,,,,26748
,,,,,26749
,,,,,26750
,,,,,26751
,,,,,26752
,,11100,LACE II: Texts And Contexts,Fall 2024,26680
,,30000,Liberal Arts Influentials,Fall 2024,12289
,,49105,Liberal Arts UG Research Exp,Fall 2024,30604
SFS,SFS-Sustainable Food&Farm Sys,31100,Aquaponics,Fall 2024,22321
,,31200,Urban Agriculture,Fall 2024,15481
,,31300,Farm To Fork,Fall 2024,25933
SLHS,"SLHS-Speech, Lang&Hear Science",11000,Exploring SLHS,Fall 2024,21640
,,11500,Intro Comm Disorders,Fall 2024,20405
,,,,,13679
,,13000,Percept Act Cog SLHS,Fall 2024,24008
,,22700,Elements Linguistics,Fall 2024,28415
,,30200,Hearing Science,Fall 2024,28445
,,30300,Anat&Phys Of Spch Mechanism,Fall 2024,16718
,,30600,Intro To Phonetics,Fall 2024,15129
,,,Intro To Phonetics-Honors,Fall 2024,15129
,,30900,Language Development,Fall 2024,62101
,,,Language Development-Honors,Fall 2024,62101
,,40600,Intro To Neurodegener Disordrs,Fall 2024,11477
,,40700,Cult Ling Div Chld Comm Disord,Fall 2024,24016
,,41800,Understanding Autism,Fall 2024,18577
,,43000,Sp Lng Dis Hlth Set,Fall 2024,19606
,,44900,Intro Cln Prac Com Dis,Fall 2024,22393
,,46000,Assmt Aud Aural Rehab Lifespan,Fall 2024,62107
,,,,,21834
,,49800,Undergrad Res Exper,Fall 2024,62196
,,,,,62201
,,,,,22248
,,50100,Neural Bases Sp & Hrng,Fall 2024,62469
,,50401,The Auditory Periphery,Fall 2024,24447
,,50601,Neural Bases Of Hearing,Fall 2024,25396
,,52101,Speech Disorders In Children,Fall 2024,14338
,,52300,Lng Dis Chld:Bsic Prin,Fall 2024,16741
,,52501,Lang & Comm Autism Spec Disord,Fall 2024,24844
,,52900,"Stuttering:Nat,Diag,Tx",Fall 2024,11826
,,53900,Dysphagia,Fall 2024,28776
,,54100,Cog Comm Disorders,Fall 2024,24843
,,54401,Schl-Clin Mthds Comm Disorders,Fall 2024,16425
,,54600,Clin Seminar Speech-Lang Path,Fall 2024,24023
,,,,,24024
,,56300,Pediatric Audiology,Fall 2024,62602
,,57401,Hearing Aids II,Fall 2024,25150
,,57900,Clinical Practice Aud,Fall 2024,62592
,,,,,28533
,,61900,Cog & Ling Network Modeling,Fall 2024,22928
,,,Seminars In Hearing Research,Fall 2024,11828
,,,Research & Professional Issues,Fall 2024,65624
,,67000,Integrative AuD Grand Rounds,Fall 2024,28178
,,68800,RID-EBP,Fall 2024,25398
SOC,SOC-Sociology,10000,Intro Sociology,Fall 2024,18964
,,,,,20548
,,,,,14969
,,,,,14972
,,,,,27449
,,,,,27450
,,,,,29493
,,,,,30336
,,,Intro Sociology-Honors,Fall 2024,20548
,,,,,14972
,,22000,Social Problems,Fall 2024,28803
,,,,,15461
,,31000,Race And Ethnicity,Fall 2024,22231
,,,,,15035
,,,Race And Ethnicity-Honors,Fall 2024,22231
,,32400,Criminology,Fall 2024,12962
,,,,,15494
,,,,,19566
,,,Criminology-Honors,Fall 2024,12962
,,32800,Criminal Justice,Fall 2024,16252
,,33400,Urban Sociology,Fall 2024,27455
,,33500,Political Sociology,Fall 2024,13027
,,34000,Gen Social Psychology,Fall 2024,21861
,,34400,Environmental Sociology,Fall 2024,19569
,,35000,Sociology Of Family,Fall 2024,28827
,,35200,"Drugs,Culture,&Society",Fall 2024,19611
,,36700,Religion In America,Fall 2024,61934
,,37400,Medical Sociology,Fall 2024,22612
,,38100,Data And Society,Fall 2024,30654
,,38200,Intro Statistics In Sociology,Fall 2024,46382
,,,,,64031
,,38300,Intro Research Methods In Soc,Fall 2024,17849
,,,,,29920
,,39100,Criminal Law,Fall 2024,28692
,,,Criminal Law-Honors,Fall 2024,28692
,,40200,Sociological Theory,Fall 2024,17872
,,,,,24932
,,41100,Social Inequality,Fall 2024,22756
,,41900,Sociology Of Law,Fall 2024,17071
,,,,,15699
,,,Sociology Of Law-Honors,Fall 2024,15699
,,42300,Field Pract Soc And Law & Soc,Fall 2024,10117
,,42900,Sociology Of Protest,Fall 2024,20236
,,61100,Social Inequality,Fall 2024,20072
,,68100,Sel Prob Soc Research,Fall 2024,17098
,,,,,20067
SPAN,SPAN-Spanish,10100,Spanish Level I,Fall 2024,28823
,,,,,28824
,,,,,28825
,,,,,28826
,,,,,30914
,,,,,30915
,,,,,33084
,,,,,33085
,,,,,33375
,,10200,Spanish Level II,Fall 2024,21312
,,,,,21314
,,,,,21332
,,,,,21334
,,,,,21340
,,,,,21341
,,,,,21343
,,,,,27373
,,,,,28828
,,10500,Accelerated Basic Spanish,Fall 2024,27006
,,20100,Spanish Level III,Fall 2024,50729
,,,,,50732
,,,,,50749
,,,,,50751
,,,,,50753
,,,,,57886
,,,,,62937
,,,,,16223
,,,,,17116
,,,,,26345
,,,,,26346
,,,,,26347
,,,,,26348
,,,,,24525
,,,,,24526
,,,,,24527
,,20200,Spanish Level IV,Fall 2024,17913
,,,,,17915
,,,,,17956
,,,,,18032
,,,,,18033
,,,,,18040
,,,,,32298
,,21200,Intermed Spanish Conversation,Fall 2024,63380
,,22400,Span Lev IV Bus Span,Fall 2024,18454
,,24100,Intro To Hispanic Lit,Fall 2024,21711
,,,,,21714
,,,,,27027
,,,,,27028
,,,Intro To Hispanic Lit-Honors,Fall 2024,21711
,,,,,21714
,,30100,Spanish Level V,Fall 2024,29020
,,,,,29021
,,,,,29023
,,,,,29025
,,,,,29027
,,,,,29028
,,,,,29029
,,,,,29030
,,,,,13831
,,30200,Spanish Level VI,Fall 2024,29037
,,,,,62957
,,,,,29631
,,,,,29632
,,30500,Span For Heritage Spkr,Fall 2024,24191
,,,,,23299
,,31200,Advanced Spanish Conversation,Fall 2024,68414
,,32100,Intro Spanish For Professions,Fall 2024,14346
,,,,,14347
,,,,,32313
,,32200,Spanish For Hlth Professions,Fall 2024,14349
,,,,,27213
,,32500,Spanish Engineering Technology,Fall 2024,21758
,,36100,Struc Spanish I,Fall 2024,51245
,,,,,16616
,,40100,Spanish Level VII,Fall 2024,14583
,,,,,14585
,,40200,Spanish Level VIII,Fall 2024,16312
,,41500,Spanish Trans & Interpreting,Fall 2024,18744
,,42400,Business Spanish,Fall 2024,17202
,,48200,Latin Amer Civiliztn,Fall 2024,29065
,,48500,Food And Culture Hispan World,Fall 2024,29811
STAT,STAT-Statistics,10100,Freshman Orientation Seminar,Fall 2024,21954
,,11300,Statistics & Society,Fall 2024,29092
,,,,,67272
,,,,,59172
,,17000,Intr Actuarial Science,Fall 2024,60019
,,22500,Intro Probability Mdls,Fall 2024,29142
,,,,,15576
,,30100,Elem Stat Meth,Fall 2024,48776
,,,,,29212
,,,,,29216
,,,,,51069
,,,,,17656
,,,,,29188
,,,,,15993
,,,,,29191
,,,,,51070
,,,,,29185
,,,,,22250
,,,,,68707
,,,,,29194
,,,,,29211
,,,,,68709
,,,,,29214
,,,,,29187
,,,,,19147
,,,,,17648
,,,,,15193
,,,,,14489
,,,Elem Stat Meth-Honors,Fall 2024,17656
,,30301,Prob & Stat For Business,Fall 2024,16058
,,,,,16059
,,,,,18269
,,35000,Intro To Statistics,Fall 2024,12022
,,,,,29220
,,,,,39409
,,,,,37879
,,,,,15194
,,,,,20352
,,,,,14106
,,,Intro To Statistics-Honors,Fall 2024,39409
,,35500,Statistics For Data Science,Fall 2024,15748
,,,,,14108
,,41600,Probability,Fall 2024,29226
,,,,,61526
,,,,,40115
,,,,,19765
,,,,,15941
,,,,,17701
,,,,,68717
,,41700,Statistical Theory,Fall 2024,68718
,,,,,37882
,,,,,29228
,,,,,20428
,,,,,15517
,,42000,Intro Time Series,Fall 2024,58423
,,,,,18540
,,47201,Fund Long Term Actuarial Math,Fall 2024,14111
,,47301,Intro To Derivatives Pricing,Fall 2024,10108
,,47401,Statistics For Risk Modeling I,Fall 2024,16475
,,47501,Adv Long Term Actuarial Math,Fall 2024,24976
,,47902,Fund Short Term Actuarial Math,Fall 2024,25706
,,50100,Experimental Stat I,Fall 2024,26012
,,,,,15552
,,50300,Stat Methods Biology,Fall 2024,29241
,,,,,29239
,,,,,65120
,,50600,Stat Programming,Fall 2024,53757
,,,,,19172
,,51100,Statistical Methods,Fall 2024,16830
,,,,,29251
,,,,,34237
,,,,,29250
,,,,,11322
,,,,,14109
,,,,,25669
,,51200,Appl Regr Analysis,Fall 2024,13433
,,,,,15584
,,,,,17275
,,51300,Stat Quality Control,Fall 2024,16241
,,,,,23890
,,51400,Design Of Experiment,Fall 2024,13439
,,,,,13137
,,,,,29297
,,51600,Basic Probability Appl,Fall 2024,27480
,,51700,Statistical Inference,Fall 2024,48656
,,51900,Intro To Probability,Fall 2024,60149
,,,,,15236
,,52400,Appl Multiv Analysis,Fall 2024,29264
,,52500,Intermed Stat Method,Fall 2024,10109
,,52700,Intro To Comp Stat,Fall 2024,23381
,,52800,Intro Math Stat,Fall 2024,68748
,,53200,Elem Stochastic Proc,Fall 2024,53970
,,54600,Computational Statistics,Fall 2024,15578
,,59700,Stat Consulting Seminar,Fall 2024,18065
,,59800,Explore Stat Sci Research,Fall 2024,63551
,,65600,Bayesian Data Analysis,Fall 2024,21646
,,69100,Probability Seminar,Fall 2024,40030
,,69200,Research Colloquium,Fall 2024,29296
,,69500,High Dimensional & Depend Data,Fall 2024,29257
SYS,SYS-Purdue Sys Collaboratory,30000,Addressing Glbl Challen-Honors,Fall 2024,25514
,,,Addressing Global Challenges,Fall 2024,25514
,,35000,Systems Methods,Fall 2024,16418
,,40000,Systems Praxis,Fall 2024,19781
,,,Systems Praxis-Honors,Fall 2024,19781
,,50000,Perspectives On Systems,Fall 2024,28759
,,,,,16419
,,51000,Tools & Methods Design Syst,Fall 2024,28760
,,,,,16420
TDM,TDM-The Data Mine,10100,The Data Mine Seminar I,Fall 2024,24448
,,,,,12067
,,,,,12072
,,,,,12073
,,,,,12071
,,20100,The Data Mine Seminar III,Fall 2024,24450
,,,,,12117
,,,,,12106
,,,,,12113
,,,,,12118
,,30100,The Data Mine Seminar V,Fall 2024,24451
,,,,,12120
,,50100,The Data Mine Seminar,Fall 2024,15644
TECH,TECH-Technology,10000,Tech Freshman Seminar,Fall 2024,29316
,,10100,Women Tech:Expl Possib,Fall 2024,29317
,,12000,Design Thinking In Tech-Honors,Fall 2024,21890
,,,Design Thinking In Technology,Fall 2024,12794
,,,,,12797
,,,,,12798
,,,,,18031
,,,,,18035
,,,,,20552
,,,,,20562
,,,,,20564
,,,,,22768
,,,,,22769
,,,,,23063
,,,,,23064
,,,,,15933
,,,,,15935
,,,,,25616
,,,,,31587
,,22000,Design Technology For People,Fall 2024,19882
,,33000,Tech And The Global Society,Fall 2024,11579
,,34000,Prototyping Tech For People,Fall 2024,20738
,,60100,Rsrch Seminar In Tech,Fall 2024,59787
,,64600,Anlys Res Ind & Tech,Fall 2024,23807
,,69700,Qual Methods Tech,Fall 2024,15103
THTR,THTR-Theatre,13300,Acting I,Fall 2024,57352
,,,,,63193
,,,,,17440
,,,,,17442
,,,,,24442
,,15003,Intro To Rigging For Theatre,Fall 2024,67745
,,16000,Intro Scene Des/Tech,Fall 2024,29370
,,16100,Intro Costume Des/Tech,Fall 2024,32821
,,16300,Intro Sound Des/Tech,Fall 2024,29378
,,20100,Theatre Appreciation,Fall 2024,14497
,,25600,Stage Make-Up,Fall 2024,36291
,,26300,Intro To Sound Studios,Fall 2024,17020
,,27100,Interpreting The Play Script,Fall 2024,23242
,,29000,Intro To Blding Animatrnics P1,Fall 2024,27599
,,33300,Acting III,Fall 2024,18904
,,36100,Costume Design,Fall 2024,10375
,,38000,Histories Of Theatre,Fall 2024,29416
,,44000,Directing: Page To Stage,Fall 2024,26089
,,53600,Frankenstein,Fall 2024,46012
TLI,TLI-Technology Ldrshp Innovatn,10000,Org Ldrshp Orientation,Fall 2024,32690
,,11200,Foundations Of Org Leadership,Fall 2024,24784
,,,,,24785
,,15200,Business Prin Org Leadership,Fall 2024,16711
,,,,,24982
,,21300,Project Management,Fall 2024,25059
,,,,,25061
,,25500,Human Resource Development,Fall 2024,18855
,,30000,Org Ldrshp Career Transition,Fall 2024,32688
,,31400,Leading Innovation In Orgs,Fall 2024,24309
,,31500,New Product Development,Fall 2024,20874
,,35510,Trng & Talent Devt,Fall 2024,27491
,,35560,Employment And Labor Law,Fall 2024,20764
,,35570,Job Analysis,Fall 2024,30488
,,45570,Global Human Resources,Fall 2024,19651
,,45580,HRIS And Analytics,Fall 2024,23197
,,45800,Leadership For Competitive Adv,Fall 2024,25995
,,46100,Eng/Tech Teacher Lab Planning,Fall 2024,27206
VCS,VCS-Veterinary Clinical Sci,22100,Vet Nursing Techniques-SA/LA,Fall 2024,53399
,,22200,Dentistry-VN,Fall 2024,53402
,,22300,Surgical Nursing-VN,Fall 2024,53403
,,22800,Sm And Lrg Animal Nutrition-VN,Fall 2024,15963
,,25100,Intro To Diagnostic Imaging-VN,Fall 2024,53405
,,32100,LA Nursing II,Fall 2024,58269
,,32200,SA Nursing II,Fall 2024,58193
,,46700,Medical Equip & Maintenance-VN,Fall 2024,63776
,,46800,Adv ECC For Veterinary Nurses,Fall 2024,26695
,,60300,Intro Clin Trials Trans Res,Fall 2024,60025
,,61000,Clinical Training,Fall 2024,30054
,,62000,Sem Clin Med/Surg,Fall 2024,30069
,,62100,Topics Adv Medicine,Fall 2024,20823
,,63000,Cur Topic Vet Clin Sci,Fall 2024,49265
,,80110,Veterinary Skills & Comp I,Fall 2024,22026
,,80130,Intro To Pop Med & Vet Ethics,Fall 2024,22032
,,80140,Fund Prin Of Comp Nutrition,Fall 2024,32671
,,80210,Veterinary Skills & Comp III,Fall 2024,16300
,,,,,22746
,,80310,Veterinary Skills & Comp V,Fall 2024,16708
,,80400,Behav In Domestic Anim,Fall 2024,29641
,,80500,Small Anim Behv Therap,Fall 2024,31479
,,80610,Small Animal Medicine I,Fall 2024,15445
,,80630,Small Animal Surgery,Fall 2024,15444
,,80801,Equine Medicine,Fall 2024,15441
,,80910,Food Animal Medicine,Fall 2024,16098
,,81101,Sm Ani Surgery Lab I,Fall 2024,15538
,,,,,15892
,,81201,Prin Of Veterin Anesthesiology,Fall 2024,16691
,,81410,Comparative Theriogenology,Fall 2024,16703
VIP,VIP-Vertically Integrated Proj,17911,First Year Part In VIP I,Fall 2024,27976
,,,,,23566
,,,,,13502
,,,,,13523
,,,,,13567
,,,,,13569
,,,,,14025
,,,,,22502
,,,,,29130
,,27920,Soph Part In VIP,Fall 2024,11141
,,37920,Junior Part In VIP,Fall 2024,11158
,,47921,Senior Design Part In VIP I,Fall 2024,11168
,,,,,11885
VM,VM-Veterinary Medicine,10900,Vet Nursing Learning Community,Fall 2024,13782
,,20100,Intro To Vet Nursing,Fall 2024,19617
,,24100,Occup & Public Health I,Fall 2024,53241
,,24300,Clinic Rotations I,Fall 2024,51190
,,32300,Lab Animals & Exotic Med-VN,Fall 2024,58244
,,34300,Clinic Rotations IV-VN,Fall 2024,58196
,,,Clinic Rotations IV-VN-Honors,Fall 2024,58196
,,44100,Occ & Public Health II-VN,Fall 2024,63778
,,44200,Vet Management Topics II-VN,Fall 2024,63780
,,44300,Clinic Rotations VI-VN,Fall 2024,63850
,,,Clinic Rotations VI-VN-Honors,Fall 2024,63850
,,82000,Applica & Integra I,Fall 2024,14911
,,82500,Current Issues In Vet Med,Fall 2024,29570
,,84000,Applica & Integra III,Fall 2024,15429
WGSS,WGSS-Women Gend&Sexuality Std,28000,Women's Studies: An Introductn,Fall 2024,27720
,,,,,30187
,,,,,30338
,,,,,30481
,,28100,Wom Pol And Publ Pol,Fall 2024,19358
,,28200,Intro To LGBTQ Studies,Fall 2024,23819
,,,,,32669
,,38000,Comp Studies Gender & Culture,Fall 2024,12982
